,potential_ceo_company
557246,Wall Street Journal Hay Group
557313,British
557369,Ukrainian
557385,Michael Pearson
557501,Eric RisbergOracle
557502,Larry Ellison
557505,Os America
557510,Robert Iger
557515,Year Change
557567,Compensation
557613,Tesla
557640,Photo
557642,Don ThompsonAt
557655,Don Thompson
557671,Doug Yearly
557681,Yearly
557709,Starbucks
557712,Starbucks
557747,July
557824,Michael Pearson
557917,Os
557918,Os
558022,Valeant
558025,David Pyott
558047,Allergan
558057,Valeant
558263,Tim Cook
558362,Rene Rivkin
558363,Scott Schuberg
558381,Space
558589,Oracle
558600,Robert Thomas
558601,Infoblox
558618,Satya Nadella
558624,AppDownloadWall Street
558900,Tim Cook
558945,Os
559022,Photo
559057,Einhorn
559233,Dear Mr
559260,Acceptable Confidentiality Agreement
559323,Coinbase
559403,Bill Gross
559416,Fabienne FaurBilaal Ahmed
559417,Linktank
559741,Eduardo Munoz William Ackman
559742,Pershing Square Capital Management
559749,Allergan
559774,Valeant
559806,Pearson Chairman
559907,Princeton Survey Research Associates International
560069,Steve Ballmer
560072,Clippers
560074,Mario Gabelli
560075,Twitter Clippers
560182,Joe Kaeser
560200,Steve Ballmer
560201,Los Angeles Clippers
560397,Os
560469,Murray Kessler
560519,Sequoia
560658,Bureau Investigation Securities Exchange Commission
560713,American
560747,Os
560854,It
560924,Ken Cowley
560926,Julian Clarke
561461,Os
561465,Os
561630,May
561710,Bloomberg
561760,Mohamed El
561761,Erian
561762,Rowley Does
561766,Barclays
561875,Tony Thompson
561887,Mohamed El
561888,Erian
561963,Steve Ballmer
561993,AppDownload
562157,Wall Street
562583,Danny MoloshokCharles Evans President
562584,Federal Reserve Bank Chicago
562723,Monkey
562724,Dave Goldberg Sydney
562727,Telstra
562728,David Thodey
562816,News
562896,Os
563002,Lloyd Blankfein
563003,Mayor Michael BloombergGoldman Sachs
563004,Lloyd Blankfein
563005,Mayor Michael Bloomberg
563008,Goldman Sachs
563047,Clippers
563084,May
563136,Steve Ballmer
563139,Skype Microsoft
563683,Business Insider
563717,Matthew Brimer Super Sprowtz
563718,Radha Agrawal
563821,Duncan
564068,May
564110,May
564232,Bloomberg News
564248,The
564672,The
564694,Moran
564709,American
564751,Rosen
564781,Steve Ballmer
564808,The
564821,Os
564889,Kelly
564892,AppDownloadThomson ReutersBerkshire Hathaway
564951,Jamie Dimon
565008,Os
565057,AppDownloadScreenshot
565058,Mary Barra
565068,Os
565069,Os
565070,Os
565209,May
565286,Luke Kanies
565334,Swatch
565340,Jayshree
565341,Ullal
565342,Bloomberg News
565353,Jayshree Ullal Lashinsky
565397,Merrill Lynch
565588,Arista Networks
565589,Jayshree Ullal
565723,China
565845,Morgan Chase
565846,Jamie Dimon
565903,Lloyd Blankfein
565913,Wal
565917,David Abney
566070,Laurent Bonnafe
566186,Twitter
566308,Jamie Dimon
566373,Goldman Sachs
566452,Twitter
566687,Os
566706,Os
566722,Os
566724,Os
566740,Irish
566768,Fitzgerald
566839,Nick
566850,Fitzgerald
566951,Aker
567056,Dan Gilbert
567057,Quicken Loans
567225,Organisation Economic Coooperation Development
567267,Profil
567268,Os
567276,AppDownloadUnited TherapeuticsMartine Rothblatt Founder
567277,United TherapeuticsNext
567280,Martine Rothblatt
567284,United Therapeutics
567286,New York Times
567287,Marissa Mayer Yahoo
567288,Rothblatt Mayer
567289,Os
567476,Mark Tibergien
567477,Pershing Advisor Solutions ThinkAdvisor
567522,Marcus
567529,John Donahoe
567533,Mark Zuckerberg
567539,Facebook
567566,Bay Inc
567567,John Donahoe
567634,Elon Musk
567712,Shanghai
567774,Bitcoin
567797,Hilburn
567819,Elon Musk
567924,Os
567928,Os
567930,Os
567931,Yermack
567953,Os Nantucket Massachusetts Naples Florida
567954,Os Yermack
567968,Vikram Pandit
568657,Michael Fries
568671,United States
568836,Business Insider
568853,Shares
568928,AppDownloadJane Mendillo
568929,Harvard Management Company
568986,Nikola Solic
568987,Bob Benmosche
569014,Chairman
569093,Elon Musk
569095,Space
569557,Michael Pearson
569558,AppDownloadThe
569587,Last
569849,Twitter
569877,Scott
569960,Fortune Live MediaTravis Kalanick
569977,Kalanick Uber
570027,Gary Friedman
570121,The Canadian Organization Tropical Education Rainforest Conservation
570481,Lloyd Blankfein
570482,Cantor
570515,Cantor
570540,McFarland
570541,Magnises
570543,Spling
570674,Robert Meers Lululemon
570721,Rebecca CookGoldman Sachs
570722,Lloyd Blankfein
570729,Goldman Sachs
570741,Warren
570752,Charlie Rose
570877,Afghan International Bank
570878,Khalil Sediq
570899,Afghan United Bank
570900,Hedayatullah Yahya
571217,Mathis
571291,Ron Carson
571292,Carson Wealth Management
571293,Liz Skinner Investment News
571296,Ray Sclafani
571297,ClientWise
571334,Hear Whisper
571335,Michael Heyward
571336,LinkedIn Facebook Twitter
571343,Michael Heyward
571354,Snapchat
571357,Jim Breyer
571359,John Sculley Shutterstock
571360,Jon Oringer Athenacare
571361,Jonathan Bush
571382,Stephen Lam Shares Tesla
571383,Elon Musk
571389,Robert GalbraithOracle
571390,Larry Ellison
571395,Os
571397,Os
571399,Kevin Scott
571402,Os
571429,DeSaulnier
571601,Laurent Potdevin
571606,Lululemon
571617,Elon Musk
571634,Christine Day
571680,Michael Pearson
571690,Pearson Allergan
571691,David Pyott
571696,Pyott
571703,Valeant
571708,Valeant
571712,Teva Pharmaceuticals
571713,The Wall Street Journal
571751,Valeant Ackman
571917,Americans
572062,Secretary Commonwealth Massachusetts
572083,AppDownloadThe
572086,Os
572136,Bob Tinker
572137,Forbes Alex Konrad
572153,United States
572264,Elon Musk
572270,Sergio Marchionne
572281,Browning
572501,Tim Wimborne
572502,Michael Smith
572685,AppDownload
572687,Darren HustonPriceline
572688,OpenTable
572692,Priceline Darren Huston
572693,Wall Street Journal The
572705,Darren Huston President
572706,The Priceline Group
572715,Matt Roberts
572972,Explaining Effects Narrative Entertainment Television Program Overcoming Resistance Persuasion Human Communication Research Emily Moyer
573057,Aphria
573058,Vic Neufeld
573195,Valeant
573205,Michael Pearson
573215,Pearson Allergan
573216,David Pyott
573237,Teva Pharmaceuticals
573238,The Wall Street Journal
573239,Valeant
573276,Valeant Ackman
573401,China
573618,Association Mineworkers Construction Union
573632,Mick McMullen Stillwater
573633,Billings Montana Stillwater
573652,Elon Musk
573849,Goldman Sachs
573898,Medtronic
573899,Omar Ishrak
573917,Medtronic Creates Medical Technology Services Company Comprehensive Product Portfolio Broad Global Reach Better Able Improve Healthcare Outcomes Meaningfully Accelerates Medtronic Core Strategies Therapy Innovation Globalization Economic Value Combined Revenue
574124,Robert GalbraithOracle
574125,Larry Ellison
574132,Os
574134,Kevin Scott
574135,Institute
574137,Os
574144,Os
574148,Os
574150,Os
574153,Os
574158,Os
574164,DeSaulnier
574229,Sergio Marchionne
574237,Ghosn
574240,Browning
574323,United States
574522,The Canadian Organization Tropical Education Rainforest Conservation
574572,Institute
574940,Bernstein
574954,Barry
574973,StringerElon Musk
574974,Tesla Motors
574985,City Tesla
575064,Fusion
575265,Allergan
575278,Valeant
575345,February
575531,Erian
575532,Chief Economic Advisor Allianz
575629,Airbus Group
575630,Tom Enders
575631,The Ariane
576115,Joe Magnacca
576116,RadioShack
576332,ImagesYork Capital Management
576333,James Dinan
576338,AppDownload
576341,On Wednesday Amazon
576407,Prime
576431,Wednesday
576444,International Monetary Fund Communications
576554,Brad Katusyama
576763,Jack Welch
576785,Morgan StanleyEmail Allergan
576786,David Pyott
576787,Jeff Edwards May
577030,Seoul
577073,Tim Cook
577429,AppDownload
577489,The
577766,We
577958,Jeff Bezos
578014,Alejandro Vanoli President Argentine Securities Commission
578020,Os
578024,Os
578025,Os
578059,Richard Chilton
578060,Chilton Investments Wall Street
578062,Skiddy
578063,Stade
578084,OneWire
578187,Thai
578423,Fred Smith
578437,Mary Barra
578524,Erian
578525,Chief Economic Advisor Allianz
578711,National Interagency Community Reinvestment Conference Chicago March
578797,AppDownload Oracle
578798,Larry Ellison
578810,Oracle
578817,Ellison
578837,Oracle
578936,Stan Gregor
578937,Cantor Fitzgerald Wealth Partners
578990,Howard Levine
579005,Family Dollar
579048,Larry Ellison
579049,In Saa
579220,John Legere
579284,Alternative Investment Management Association
579361,Lloyd Blankfein
579374,News American Apparel
579375,Dov Charney
579380,Beder
579385,Charney
579391,Charney
579479,Bay
579635,John Rishton
579884,Dunkin Brands
579885,Nigel Travis
580191,Inc
580222,Brady Dougan
580301,Family Dollar
580303,Family Dollar
580351,Countries Spotlighting Demographics
580466,Rosneft
580573,Uber
580698,Reuters Karen Freifeld Aruna Viswanatha
580708,Jamie Dimon
580716,Morgan Chase
580734,Bank America
580753,Laurent Bonnafe
580754,Paribas
581187,Not
581251,Norwegian
581257,AppDownload Alexander Zemlianichenko
581258,Igor Sechin
581286,Rosneft
581299,Sechin
581542,Morgan Chase
581592,American Apparel Inc
581604,Charney
581702,ImagesYork Capital Management
581703,James Dinan
581712,Now
581809,Richard Chilton
581810,Chilton Investments Wall Street
581812,Skiddy
581813,Stade
581834,OneWire
581838,May
581867,Bloomberg News
581872,Lloyd Blankfein
582105,Lorenzo Grabau
582138,Kinnevik
582141,Anders Elgemyr
582142,Birger Jarl Fondkommission Swedish
582212,Rick Wagoner Chairman John Smith
582219,Fisker Automotive
582250,Mary Barra
582251,Anton Valukas
582398,Business Insider
582431,Securities Commodity Contracts Intermediation Brokerage
582587,London
582712,Bitcoin
582973,Dov Charney
582989,Beder
583325,Dov Charney Monday
583430,George Palikaras
583431,Mediwise
583521,Microsoft Satya Nadella
583527,Meg Whitman
583540,Intel
583611,News International
583612,Rebekah Brooks
583670,Jeff Klee
583671,CheapAir
584012,Skiddy
584013,Stade
584014,OneWire Chilton
584059,Arabtec
584060,Burj Khalifa
584169,James Gorman
584479,Barclays
584491,William
584819,Ex
584832,Steven Wilburn
584847,Boeing
584926,AppDownload
584927,Samsung Mobile
584928,Shin Galaxy
584938,Samsung Mobile
585082,He
585224,Allergan
585449,Meg
585452,Alliance Partners Anecdote
585567,Commerce
585718,February
585782,Leslie Moonves
586095,Andreessen Horowitz
586574,National Interagency Community Reinvestment Conference Chicago March
586667,Nick Woodman
586797,Marianne Lake
586850,Princeton University
586870,Delta State University
586873,Os
586877,Os
586885,Os
586966,Business InsiderAirbnb
586967,Brian Chesky
587058,Calantzopoulos
587059,Philip Morris International
587068,Klaus Kleinfeld
587069,Firth Rixson
587071,Getty Images
587115,Global
587346,Wonga
587359,Niall Wass
587367,Wonga
587394,February
587670,GoPro
587780,Spencer Rascoff
587798,Thursday Lennar
587799,Stuart Miller
587810,The
587812,AppDownloadWikimediaPaul Singer
587813,Elliott ManagementRight Argentina
587890,Kathy Savitt
587891,Lockerz Seattle
588050,Wall Street Journal Mt
588051,Mark Karpel
588480,Mark Karpelis
588498,Thursday
588881,Princeton University
588883,Marissa Mayer
588901,Delta State University
588904,Os
588979,We
589328,Reuters
589341,Reuters
589371,Lloyd Blankfein
589444,Mohamed El
589474,Cosgrove
589475,Cleveland Clinic
589600,Ex
589704,Steven Wilburn
589773,Skiddy
589774,Stade
589775,OneWire Chilton
589858,Calculated Risk Jeff Mezger
589907,Lennar
589915,Jeff Mezger
589922,Hovnanian
589985,Alliance Partners Anecdote
590354,Australian
590493,Tesla
590503,October
590527,Stephan Winkelmann
590528,AppDownload
590552,Rolls
590780,Mary Barra
590936,Automated Insights
590937,Robbie Allen
590938,Poynter
590939,Sam Kirkland
590947,April
591024,John Mack
591096,Miller
591274,August
591352,Our
591365,News Ousted American Apparel
591366,Dov Charney
591370,Charney
591452,Goldman Sachs David Kostin
591501,Andrew Witty
591564,Os
591573,Os
591623,Wall Street
591881,Bank America Merrill Lynch
591882,Os
591983,Charney
591984,American Apparel
592039,Larry Downing
592041,Jamie Dimon
592047,Dimon
592049,Morgan Chase Chairman
592050,Jamie Dimon
592153,Hormel
592154,Jeffrey Ettinger
592203,The
592339,Hormel
592340,Jeffrey Ettinger
592368,Facebook
592443,Goldman
592460,While
592473,Netflix
592577,Note All
592591,May
592742,The
592815,Ford
592949,Jamie Dimon
592989,Business Insider
593006,How Wealth Managers Can Hold On To Clients With Multiple Advisors The Wall Street Journal It
593192,September
593242,Marissa Mayer
593293,Meg Whitman
593308,Michael Lynch
593322,Lloyd Blankfein
593328,Goldman Sachs
593415,Mary Barra
593475,Occupy
593588,Federal Reserve Office Comptroller Currency Federal Deposit Insurance Corporation
593677,Enhanced Prudential Standards Early Remediation Requirements Covered Companies
593692,Automated Insights
593693,Robbie Allen
593721,Mohamed El
593722,Erian
593755,Os
593763,Os
593764,President Washington
593970,Stanley
594140,Dimon Has Throat Cancer
594162,London
594317,Fred ProuserJonathan Bush
594318,AthenaHealth Inc
594320,Jonathan Bush
594322,Os
594324,Athenahealth
594387,Whole Foods
594388,John Mackey
594402,Os
594408,Athenahealth
594411,AppDownload Note
594489,We
594699,Apple
594708,Apple
594788,Lorillard
594794,AppDownloadOusted American Apparel
594795,Dov Charney
594808,American Apparel
594898,Development Specialists Inc
594924,Mary Callahan Erdoes
594928,Business School
594930,Community Consumer Banking
594934,Matt Zames Chief Executive Commercial Bank Doug Petno
594935,Corporate Investment Bank Daniel Pinto
595020,April
595151,Os
595153,Os
595154,Os
595317,London
595575,Tim Cook
595663,Os
595665,Os
595735,Os
596141,News Corp
596222,Lloyd Blankfein
596610,Larry Page
597097,Os
597114,Fred ProuserJonathan Bush
597115,AthenaHealth Inc
597117,Jonathan Bush
597119,Os
597142,Athenahealth
597184,Whole Foods
597185,John Mackey
597199,Os
597208,AppDownloadCorcoran Group Real EstateRich
597388,American
597418,Vince McMahon
597422,Vince McMahon
597453,Twitter
597529,Jenaro Garcia
597765,Jenaro Garcia
597984,Jenaro Garcia Twitter
597985,Gooooood
598055,Genaro Garcia
598187,January
598243,Justin SullivanGoogle
598244,Larry Page
598362,Jenaro Garcia Martin
598389,Anand Nallathambi
598396,Bitcoin
598425,December
598546,Wearable Technology Will Streamline Communication Information Financial Services WealthManagement
598560,Blain
598590,CoreLogic
598914,Skiddy
598915,Stade
599182,Goldman Sachs
599227,Fabrice Br
599228,Financial Times
599422,Os
599471,Based Approach To Investing Wall Street Journal Cokie Berenyi
599472,Alphavest
599529,Dov Charney
599544,American Apparel
599564,Dov Charney
599575,American Apparel
599584,Robert Lynch
599589,Container Store
599590,Kip Tindell Tuesday
599684,Kip Tindell
599685,The Container Store
599735,Volkswagen
599773,Volkswagen
600133,Constitutionalist Revolution
600223,Michael
600238,Allen
600495,Bitcoin
600547,Information Technology Consumer Discretionary Financial Energy
600622,Kip Tindell
600694,Michael Corbat The Financial Times Reuters
600851,Miguel Luis Sanchez
600859,Javier Romero
600868,Sanchez
600871,Belize
600873,Kenny Blaque
600875,Introbuzz
600888,Sanchez John Kueber
601382,Camping World Good Sam Enterprises
601385,Dippin Dots
601386,General Counsel Edward Slezak
601491,Robert Lynch Wednesday
601499,Container Store
601500,Kip Tindell
601502,Family Dollar
